title,adult,genre,id,language,plot,release_date,imdb_score,imdb_id,cast,directors,movie_duration
Wedding Pullav,False,"Romance, Comedy",374305,hi,Wedding Pullav shows the story of two best friends Adi (Diganth) and Anushka (Anushka Ranjan) who are in love but they themselves are unaware of it. When Anushka is invited to attend the wedding of Diganth this love confusion further increases. On one hand Diganth is jealous with Anushkas boyfriend while on other side Anushka do not like Diganth to marry another girl whom she initially praises. The story then moves to a stage where they know their feelings but not sure what to do next.,2015-10-16,3.0,tt4651394,"['Diganth', 'Anushka Ranjan', 'Sonnalli Seygall']",['Binod Pradhan'],2h 4m
Bumper Draw,False,Comedy,363416,hi,"Sunderlal and Farooq who befriend each other in a strange situation. After which, they both encounter Pestonji, an old Parsi man who adds to their existing list of problems.",2015-10-16,7.0,tt4995402,['Rashid Khan'],['Irshad Khan'],
Pyaar Ka Punchnama 2,False,"Romance, Comedy, Drama",363413,hi,"After falling in love, three roommates experience changes in their lives.",2015-10-16,6.6,tt4430136,"['Luv Ranjan', 'Rahul Mody', 'Tarun Jain']",['Luv Ranjan'],2h 17m
Out of a Jam,False,Documentary,694793,hi,"Recognizing the abundance of fruits available and poor socioeconomic condition of the women of Himachal Pradesh, Linnet Mushran sets up a small jam factory. Today it’s at the brink of becoming a pvt ltd company, and it’s run completely by a remarkable group of village women.",2015-10-18,1.0,tt5344420,['Shalini Harshwal'],['Shalini Harshwal'],
Shaandaar,False,"Comedy, Romance",362140,hi,"Jagjinder Joginder, a wedding planner, brings together the dysfunctional family of businessman Bipin Arora while making arrangements for Bipin's daughter's destination wedding in London.",2015-10-22,4.414,tt4007558,"['Vikas Bahl', 'Chaitally Parmar', 'Anvita Dutt']",['Vikas Bahl'],2h 24m
Prithipal Singh...a Story,False,"Drama, Mystery",931194,hi,"Disappointed with his Olympic bronze medal, Prithipal Singh quits hockey and joins a university. However, things get worse for him when he is accused of murdering a student.",2015-10-30,0.0,tt11306982,"['Vikas Kumar', 'Vikas Kumar', 'Anjali Patil']",['Babita Puri'],
Once Upon a Time in Bihar,False,Thriller,465198,hi,"This story is based on real incidents, set in the year 2003 - 2004 in ravenous terrains of Buxar District of Bihar.",2015-10-30,0.0,tt3693936,['Nitin Chandra'],['Nitin Chandra'],
Love Exchange,False,Romance,374971,hi,"Love Exchange is a romantic journey of a culturally opposite couple -Siddharth Sathe and Shanoo Kapoor. They meet at their work place, become good friends and ultimately fall in love. Things are fine till they decide to get married.",2015-10-30,0.0,tt5154096,"['Raj Shetty', 'Lekha Trilokya', 'Madhuri Vaidya']",['Raj Shetty'],
Guddu Ki Gun,False,Comedy,367189,hi,"Guddu Ki Gun is the tale of Govardhan aka Guddu (Kunal Kemmu), a Bihari settled in Kolkata. He is a door-to-door washing powder salesman, whose sales pitch is ""Ek washing powder ke saath Guddu free"". While sharing a room with his close friend Ladoo (Sumeet Vyas), Guddu leads an amorous lifestyle in Kolkata. His travails begins when he ditches one of his girlfriends, Bholi (Aparna Sharma). Furious for forsaking his granddaughter, Bholi's grandfather casts a black magic spell on him. The only way Guddu can get rid of the curse is to find true love and by staying faithful to her.",2015-10-30,5.4,tt4853926,"['Shiirshak S. Anand', 'Shantanu Ray Chhibber']","['Shiirshak S. Anand', 'Shantanu Ray Chhibber']",2h 10m
Four Pillars of Basement,False,"Action, Thriller",361913,hi,A woman finds herself stuck in a basement car park with an unhinged security guard.,2015-10-30,10.0,tt4565796,['Rajan Safri'],['Giresh Naik'],2h 14m
Main Aur Charles,False,"Drama, Crime",361129,hi,"In the 1980s, Charles, an enigmatic con man and a vicious killer and Commisioner Amod Kanth are embroiled in a game of cat and mouse.",2015-10-30,4.375,tt4024944,['Prawaal Raman'],['Prawaal Raman'],1h 59m
Even Red Can Be Sad,False,Documentary,372842,hi,"This  film  explores  various  aspects  of  litterateur  and  painter  Ram  Kumar's  personality by  structuring the film around his stories and paintings, traveling between fragments of his past, present, fiction and imagery.  It strives of etch out the synthesis of word and image in Ram Kumar's creations, presenting it  as  a  portrait  of  the  artist  himself. The  text  used  in  the  film  is  from  various  short  stories  by  Ram Kumar.",2015-11-01,10.0,tt7580868,['Samarth Dixit'],['Amit Dutta'],
Haraamkhor,False,Drama,314690,hi,"When a vulnerable new student finds comfort in her brash teacher, their academic relationship takes a manipulative and troubling turn.",2015-11-02,5.679,tt2361746,['Shlok Sharma'],"['Shlok Sharma', 'Jatinkumar Jagdishbhai Patel']",1h 30m
Karlo Timepass Yaar,False,Romance,713221,hi,"Champak and his wife, Savita, find themselves in a series of unexpected and hilarious situations when Prem and Prakash enter their lives as their tenants.",2015-11-06,0.0,tt11369288,['Vajsi Ahir'],['Vajsi Ahir'],2h 8m
Ranbanka,False,"Action, Thriller",371439,hi,"Rahul, a young man, tries to protect his wife from a goon who wants to forcibly marry her. When all things go against Rahul, he becomes an angry man, and sets out to fight against the goon.",2015-11-06,8.0,tt5151622,['Shakir Ali'],['Aryeman Ramsay'],1h 38m
Yaara Silly Silly,False,Romance,361911,hi,"After spending time with a prostitute, a man later meets her on a train where their fond memories are rekindled and their romance blossoms",2015-11-06,3.5,tt5052972,['Raajeev Yogendrnath'],['Subhash Sehgal'],
Prem Ratan Dhan Payo,False,"Romance, Drama, Action",362136,hi,"While recovering from an assassination attempt four days before his coronation, a stern prince is replaced by a romantic lookalike.",2015-11-11,5.4,tt3595298,"['Sooraj R. Barjatya', 'Aash Karan Atal']",['Sooraj R. Barjatya'],2h 44m
Ganvesh,False,Drama,712534,hi,"A father of 10 year old boy is struggling to buy new school uniform for his son. Son is selected for to deliver a speech before State minister on the occasion of countries independence day. With the struggle of father, story shows the struggle of common peoples of country in the light of social, economical and political influences.",2015-11-16,0.0,tt5254474,"['Tejesh Ghadage', 'Guru Thakur']",['Atul Jagadale'],
Plot No. 666,False,Horror,349524,hi,"Six people go through the trauma of their lives as they come onto an abandoned piece of property known as ""Plot No. 666."" Being a restricted area because it is the site of many people's deaths, the local villagers fear coming to this area.",2015-11-17,0.0,tt6409494,"['Mohammad Nazim Khilji', 'Ashwini Khairnar', 'Sufzal Saleem']",['Aziz Zee'],A
Loev,False,"Drama, Romance",381070,hi,"When hot shot, Wall Street dealmaker Jai thinks of putting some pleasure into his 48 hour business trip to Mumbai, Sahil, his young, music-producer friend, drops everything, including his reckless boyfriend Alex, to help him execute the perfect getaway. Hiking the hills and canyons of Maharashtra, amidst half-attempted conversations and sudden silences, business calls and old jokes, the friends discover there is more than just time-zones keeping them apart. Things take another turn when Alex shows up with a new male-companion at his side, throwing up old conflicts and bringing unanswered questions to the fore.",2016-05-12,5.3,tt5050788,['Sudhanshu Saria'],['Sudhanshu Saria'],
Tamasha,False,"Romance, Drama, Comedy",339274,hi,"Meeting while on vacation, Ved and Tara sense a connection but vow to keep their real identities a secret. Years later, their paths cross again.",2015-11-27,6.7,tt3148502,['Imtiaz Ali'],['Imtiaz Ali'],2h 19m
Hate Story 3,False,"Thriller, Drama",361131,hi,Siya appears to be the bone of contention between warring businessmen Aditya and Saurav. But this one runs deeper than your average love triangle.,2015-12-04,4.9,tt4865436,"['Vikram Bhatt', 'Anupam Santosh Saroj']",['Vishal Pandya'],2h 6m
Yash Raaj aur Film!,False,Comedy,797658,hi,"Yash Raj Aur Film is about two struggling actors Yash and Raaj who are jobless but in need of money. Their landlord sends his niece, Reena to stay with them as she also wants to be an actress. Yash and Raaj are unable to find any work so they make a plan to get some money from Reena.",2015-12-11,6.0,tt5058514,['Ranveer Pratap Singh'],['Ranveer Pratap Singh'],1h 57m
Dilwale,False,"Crime, Action, Comedy",370665,hi,Raj is a Mafia member. One day he meet a girl (Meera) while chasing by his rival gang and falls in love with her. Later he finds out that this girl is the daughter of the leader of his rival gang. Yet their love story continues until he was shot by his girlfriend upon a deep misunderstanding. After that incident these two lovers lives separate until their siblings fallen in love. With this new love story their paths intertwines again.,2015-12-18,6.649,tt4535650,"['Yunus Sajawal', 'Farhad Samji', 'Sajid']",['Rohit Shetty'],2h 38m
Bajirao Mastani,False,"History, Romance, Drama",362045,hi,"Peshwa Bajirao married to Kashibai, falls in love with Mastani, a warrior princess in distress. They struggle to make their love triumph amid opposition from his conservative family.",2015-12-18,7.272,tt3735246,"['Nagnath S. Inamdar', 'Sanjay Leela Bhansali', 'Mallika Dutt']",['Sanjay Leela Bhansali'],2h 38m
Mrs. Scooter,False,Drama,373352,hi,"There is a woman who gets married, her husband buys a scooter on the same day, and later, he abandons both. The story is woven around the parallel lives of the scooter and the woman, who go through the same situation.",2015-12-20,1.0,tt4453214,"['Anamika Roy Choudhary', 'Saarthak Juneja', 'Shiladitya Moulik']",['Shiladitya Moulik'],
Jab Tum Kaho,False,"Drama, Comedy",938148,hi,"Jab Tum Kaho Is A Romantic Hindi Movie, Directed And Produced By Vikram Shankar. A Man, Who Was Once Jovial, Leads A Lonely And Mechanical Life. His Life Changes When He Falls In Love.",2016-01-01,0.0,tt5370502,"['Uddeept Dutt Gaur', 'Nishant Malkani', 'Vikram Shankar']",['Vikram Shankar'],
Khamakha,False,"Drama, Romance",575975,hi,"A suave guy finds himself in a state transport bus when his car breaks down. In a bus full of villagers his attention is drawn to a striking girl. As he tries to make a conversation , the differences become evident. Will they be able to see each other beyond the obvious? Since it takes all kinds to make a bus journey worth the trip.",2016-01-01,0.0,tt6106252,"['Manjari Fadnnis', 'Harshvardhan Rane']",['Aarti S. Bagdi'],
Wazir,False,"Thriller, Action, Crime",275269,hi,"'Wazir' is a tale of two unlikely friends, a wheelchair-bound chess grandmaster and a brave ATS officer. Brought together by grief and a strange twist of fate, the two men decide to help each other win the biggest games of their lives. But there's a mysterious, dangerous opponent lurking in the shadows, who is all set to checkmate them.",2016-01-07,6.638,tt0315642,"['Vidhu Vinod Chopra', 'Abhijat Joshi', 'Bejoy Nambiar']",['Bejoy Nambiar'],1h 43m
Rebellious Flower,False,"Biography, Drama",400485,hi,The film on the life of guru Osho Rajneesh and his spiritual journey to enlightenment.,2016-01-15,6.0,tt4659548,['Jagdish Bharti'],['Krishan Hooda'],1h 50m
Chalk N Duster,False,Drama,378301,hi,"Chalk n Duster is an emotional journey of two teachers Vidya ( Shabana Azmi) &amp; Jyoti ( Juhi Chawla) , serving at a Mumbai - based High School. Their passion and love for teaching, bonds them in a special relationship with their students. Their gratification is good grades, moral values they strive to impart to students",2016-01-15,7.2,tt4600778,"['Shubhendra Pal', 'Neetu Varma', 'Ranjeev Verma']",['Jayant Gilatar'],2h 10m
Jugni,False,Drama,400484,hi,"Jugni (Firefly) is the beat of the soul, the free-flying spirit. Jugni is Vibhavari (Vibs). Vibs is a music director, working on her first big break in the Hindi film industry. When work and home affairs, with her live-in boyfriend Sid hit a high tide, Vibs hits the road with a glint of hope; to find music. The journey takes her to a village in Punjab in the search of a Bibi Saroop, whose voice holds the promise that Vibs is searching for. But as the twist of fate would have it, Mastana, Bibi's son and a proficient singer himself, is the voice and man who winds his way into Vibs' heart. From here on, Jugni is about striking balances, making tough decisions while trying to soften the blows and dealing with the studied dramatic turns and unpredictabilities of life and finding the place which one can call home; home of the heart, where the firefly is at her brightest.",2016-01-22,6.5,tt3453964,"['Siddhant Behl', 'Shefali Bhushan', 'Shellee']","['Shefali Bhushan', 'Kuldeep Singh', 'Jatinkumar Jagdishbhai Patel']",
Kyaa Kool Hain Hum 3,False,Comedy,376884,hi,"In order to impress his girlfriend's conservative father, a porn actor uses his fellow adult movie stars in creating a fake traditional family.",2016-01-22,2.828,tt5290620,"['Mushtaq Shiekh', 'Milap Zaveri']",['Umesh Ghadge'],2h 4m
Airlift,False,"Drama, History, Action",375290,hi,"When Iraq invades Kuwait in August, 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.",2016-01-22,7.109,tt4387040,"['Raja Menon', 'Sonu Sinha', 'Ritesh Shah']",['Raja Menon'],2h 10m
My Son is Gay,False,"Family, Drama",372948,hi,"Story of Lakshmi, a mother, and her son Varun, who is gay. Varun struggles to accept his identity and opens up to Lakshmi, who is an orthodox lady. The film is a journey of their struggles to accept reality.",2016-01-29,1.5,tt3638722,['Lokesh Kumar'],['Lokesh Kumar'],
Mastizaade,False,"Romance, Comedy",363185,hi,Two womanizing bachelors fall in love with twin sisters who run a sex addiction clinic.,2016-01-29,2.917,tt3726012,"['Mushtaq Shiekh', 'Milap Zaveri']",['Milap Zaveri'],1h 59m
Strange Love,False,Drama,380074,hi,"Transgender Khush wants to transform his female body into a muscly Bollywood one. Suman is a musician whose work criticises the conservative socio-political climate in India. Their lives keep intersecting in this modern, hybrid portrait of the metropolis Mumbai. Exceptional, stimulating and original.",2016-02-02,0.0,tt5531640,['Natasha Mendonca'],['Natasha Mendonca'],
BHK Bhalla@Halla.Kom,False,Comedy,417920,hi,"Story of a common man who is struggling to have his own house in the city of dreams Mumbai, It's a light hearted situational comedy.",2016-02-05,6.0,tt5288766,"['Neeraj Badhwar', 'Sanjeev Giriwer', 'Satyavrat Mudgal']",['Rakesh Chaturvedi Om'],
Sanam Teri Kasam,False,"Drama, Romance",381418,hi,"A musical romantic movie exploring the journey that ensues when the blue blooded boy Inder, ""Who wanted to love no one"" crosses paths with Saru, ""Whom no one wanted to love"". All their lives they were waiting to meet, but they just didn't know it . A musical tale of love , longing and loss. Sanam Teri Kasam - A Love story sealed with a Curse.",2016-02-05,7.941,tt5255710,"['Radhika Rao', 'Vinay Sapru']","['Radhika Rao', 'Vinay Sapru']",2h 34m
Ghayal Once Again,False,"Action, Crime, Drama",381298,hi,"Ajay Mehra (from previous Ghayal-1990), after finishing off his life sentence, starts a newspaper called Satyakam. Still dealing with the haunting trauma of losing his loved ones, Ajay manages to make a credible name for himself in investigative journalism. Working with a strange team of RTI activists, ex-criminals and ilk; and even stranger ways of unearthing and presenting truth, Ajay Mehra has earned quite a fan following among the youths, who finds his fearless and unforgiving approach in dealing with all kinds of sociopaths very inspiring.",2016-02-05,5.932,tt4683366,"['Shaktimaan Talwar', 'Sagar Pandya', 'Sanjay Masoomm']",['Sunny Deol'],2h 7m
LoveShhuda,False,"Comedy, Romance",383860,hi,"For Gaurav Mehra and Pooja Misra, it could well have been a one-night stand which was a moment to remember, only to be erased over a period of time. However, when there is a lot more to it with dancing, talking and making merry accompanied by drinking, partying and making love, a connect is bound to be formed. A connect, which is subconscious, only to be realized when destiny has its own games to play! They are happy and content as individuals. But together they are happier, more at peace. They believe that they have already found love in respective lives. Together, they realize that this intense love they have for each other is something very different. Gaurav and Pooja may not be hunting for love as they truly feel that they have it all. But can one truly ignore the signs of something special that bonds the two together?",2016-02-12,8.7,tt5209420,"['Vaibhav Misra', 'Abbas Dalal', 'Hussain Dalal']",['Vaibhav Misra'],2h 13m
Sanam Re,False,"Drama, Romance",382717,hi,A story about the man who is confused with his love life finds solace in his birthplace with his childhood love.,2016-02-12,6.134,tt4262516,"['Sanjeev Dutta', 'Hussain Dalal', 'Adhir Bhat']",['Divya Khossla'],2h
Fitoor,False,"Romance, Drama",376047,hi,"A young artist tries to win the heart of his muse, while her mother hatches a scheme to end his quest for true love.",2016-02-12,5.708,tt4399594,"['Charles Dickens', 'Abhishek Kapoor', 'Supratik Sen']",['Abhishek Kapoor'],2h 11m
Dhara 302,False,Drama,506217,hi,"Dhara 302 is a story about a young lad Veer Singh who accidentally walks on the path of crime from the age of 12. Circumstances force him to continue walking on this path and he ends up becoming a bigger criminal. However, his lady loves Kalpana makes him choose the right path. But does he manage to live a happy life? Will the society accept a person with a criminal past? All such questions are answered through the storyline.",2016-02-19,4.0,tt5005142,['Jitendra Singh Naruka'],['Jitendra Singh Naruka'],
Direct Ishq,False,"Action, Comedy, Romance",386365,hi,Direct Ishq is a love triangle where Dolly Pandey is the common love interest of Kabeer Bajpai an event organiser and Vicky Shukla President of Kashi Vidyapeeth.,2016-02-19,4.7,tt4340180,"['Bobby Khan', 'A.M. Turaz']",['Rajiv S. Ruia'],
Ishq Forever,False,Romance,386275,hi,"The film stars Ruhi Singh as Rhea, a free-spirited girl, whose life turns upside down when her father gets appointed as the Prime Minister of India. The fiercely independent Rhea starts to feel stifled because of the security team that accompanies her wherever she goes and the young lady jumps at the chance of an adventure provided by a mysterious stranger Aryan Shekhawat (Krishna Chaturvedi), who she runs off with while on a vacation in South Africa, much to the anguish of her security team led by RAW agents Lisa Ray and Jaaved Jaaferi.",2016-02-19,6.0,tt4979160,['Shabbir Boxwala'],['Sameer Sippy'],
Neerja,False,"Drama, Thriller",376869,hi,"Neerja is a portrayal on the life of the courageous Neerja Bhanot, who sacrificed her life while protecting the lives of 359 passengers on the Pan Am flight 73 in 1986. The flight was hijacked by a terrorist organization.",2016-02-19,7.3,tt5286444,"['Saiwyn Quadras', 'Sanyuktha Chawla Shaikh']",['Ram Madhvani'],2h 2m
Love Shagun,False,"Comedy, Romance",427905,hi,"J.D., a young man is at an important stage in his life of choosing a life partner.Looking like a plain situation which all youngsters go through, JD is accompanied by an unusual combination of problems, one of a persistent pressure of marriage from his mother and second of the astrological predictions surrounding them. Caught in a fix, JD fights the battle with his three friends, Sandy, Sumit and Deepak who have their own definitions of love. All three friends try different solutions to get JD's life sorted and plan to find a girl for him whom he can divorce. JD in the middle follows all the tricks and plans and ends up meeting Tia, a modern and independent girl who follows her own mind. But much to their surprise, the story unfolds differently and JD finds himself in a larger soup than he had imagined. Between following his mother or his heart, JD is caught in a problem that does not seem to solve.",2016-02-26,7.2,tt5130348,"['Saandesh Nayak', 'Vivek k Rawat']",['Saandesh Nayak'],
Bollywood Diaries,False,Drama,415106,hi,The passionate journey of three Bollywood fanatics who wish to make it big in the industry.,2016-02-26,6.0,tt5216810,"['K.D. Satyam', 'Anand Vrs Tomar']",['K.D. Satyam'],
Tere Bin Laden Dead or Alive,False,Comedy,384344,hi,A Bollywood director's plan to use an Osama Bin Laden look-alike in an upcoming film runs afoul of a Taliban arms dealer's desire to show that the terrorist is still alive.,2016-02-26,4.8,tt5313980,"['Abhishek Sharma', 'Neha Sharma', 'Pradhuman Singh']","['Abhishek Sharma', 'Deepak Chandra']",1h 44m
Aligarh,False,Drama,370870,hi,"Set in the city of Uttar Pradesh and based on true events, the plot revolves around Dr. Shrinivas Ramchandra Siras who taught Marathi at Aligarh Muslim University. He was sacked from his position of Reader and Chair of Modern Indian Languages, on charges of homosexuality. A sting operation was conducted by a TV channel which showed him in an embrace with a rickshaw puller, at his house inside the campus.",2016-02-26,6.957,tt5121000,"['Apurva Asrani', 'Ishani Banerjee']",['Hansal Mehta'],1h 54m
Paroksh,False,Drama,561754,hi,"The life of a family of three living next to a plantation, perhaps somewhere in Karnataka, is suddenly disturbed when they start hearing the cries of a baby under a coconut tree.  The wails are sporadic- sometimes in the mornings, at others in the evening or night.  There's of course no baby or another human being to be found near the tree.  Is the tree haunted? Does the family have a dark past?  The relatives are called and a ritual is performed.  Do the wails stop? And whose wails were those?  Directed by Ganesh Shetty and produced by Drishyam Films, Paroksh, which means invisible, is said to be inspired by a true story.  Starring Amit Sial, Pooja Upasana and Yateen Karyekar, the film will keep you glued to the screen till its very end with a climax that will leave you partly wondering and partly smiling.",2016-03-01,9.0,tt6551128,"['Pooja Nayak', 'Amit Sial']",['Ganesh Shetty'],
Jai Gangaajal,False,"Drama, Action",375199,hi,"The film features SP Abha Mathur who is appointed the first female SP of Bankipur district, Bihar. She then goes against the Local MLA of Bankipur and henchmen of Lakhisarai district.",2016-03-04,5.308,tt4979082,['Prakash Jha'],['Prakash Jha'],2h 29m
Global Baba,False,Thriller,410556,hi,"A conman finds refuge in becoming a baba and carries out his various criminal activities under the guise. A policeman, a journalist and politicians get entangled in his Web of deceit.",2016-03-11,3.7,tt3590416,"['Vishal Vijay Kumar', 'Surya Kumar Upadhyay']",['Manoj Shidheshwari Tiwari'],2h
Teraa Surroor,False,"Romance, Action, Drama",395339,hi,"Tara Wadia (Farah Karimaee), a singer and girlfriend of a gangster Raghu (Himesh Reshammiya) lives with her mother (Shernaz Patel). She goes to Dublin where she gets detained after being caught with drugs. Tara calls Raghua for help now Raghu must help her and find Anirudh Brahman, the stranger who met Tara on Facebook and invited her to Ireland.",2016-03-11,6.2,tt5056470,"['Namrata Ramsay', 'Himesh Reshammiya']",['Shawn Arranha'],1h 46m
Cute Kameena,False,Romance,946168,hi,"Cute Kameena is a fun film, a love story with no twist of its own but twists which are created by Buntyji ke mama, RANJEET who is a frustrated Film Writer facing writer's block and a Star Director/Producer Mr. ADITYA KAPOOR aka AK who has the world of stars signed up but no story to shoot.  Bunty meets Avantika in the most bizarre and hilarious situation and this gives Ranjeet the inspiration to write his next Love Story for AK.  Ab dil toh de diya, Happy ending hogi?",2016-03-18,0.0,tt18332256,['Simmi Karna'],['Simmi Karna'],
Mumbai Central,False,Family,695103,hi,"A journey of a young Innocent Girl ""Gauri"" from remote corner of Himalayas to Mumbai. Her journey of anguish, pain and tormentation. Her Dreams and faith in human relationships Shattered.",2016-03-18,0.0,tt6440626,"['Karan Radhakrishna', 'Sunny Tiku']",['Karan Radhakrishna'],
Downtown,False,Drama,630705,hi,A rich father challenges his spoilt son to live on his own for 24 hours on the streets of Mumbai.,2016-03-18,0.0,tt4550888,['Akhil Rajendra'],['Andaleeb Sultanpuri'],2h
Awesome Mausam,False,Romance,413064,hi,"This love story between a Hindu boy, Rahul Sharma (Rahul Romy Sharma) and Muslim girl, Ghazal Siddiqui (Ambalika Sarkar) invokes the ‘Laila-Majnu’ track to drive home it’s legendary leanings. Unfortunately there’s really nothing much to recommend here save for a few lines of stinging thought-provoking dialogue.",2016-03-18,7.0,tt5822288,['Aadesh K. Arjun'],['Yogesh Bhardwaj'],
Kapoor & Sons,False,"Drama, Romance, Comedy, Family",374173,hi,"Returning home to visit their ill grandfather, two estranged brothers must confront their unresolved rivalry while their parents’ marriage frays.",2016-03-18,7.0,tt4900716,"['Shakun Batra', 'Ayesha DeVitre', 'Spandan Mishra']",['Shakun Batra'],2h 12m
Rocky Handsome,False,"Action, Thriller",376873,hi,A vengeful man embarks on a murderous rampage after the kidnapping of a 7-year-old girl.,2016-03-25,6.4,tt3410408,['Ritesh Shah'],['Nishikant Kamat'],1h 59m
The Jungle Book: The Legend of the Giant Claw,False,Animation,399014,hi,"From deep within the jungle comes a mighty roar...a roar that could only come from one creature the Giant Claw! When Mowgli s search of this legendary creature ends with an unexpected discovery, he must race against time to thwart Shere Khans evil plan and rescue a friend!",2016-03-29,0.0,tt1814516,"['Abe Goldfarb', 'Phil Lollar', 'Sarah Natochenny']",['Rudyard Kipling'],10m
Ki & Ka,False,"Comedy, Romance",390437,hi,"An unconventional woman, gains immense success in her professional life but things take a turn when she meets a guy, who wants to be a house husband.",2016-04-01,5.467,tt4744086,"['R. Balki', 'Rishi Virmani']",['R. Balki'],2h 6m
Bathinda Express,False,Drama,411462,hi,"Inder, a flamboyant, vivacious, & passionate youth of Punjab, an ambitious runner, a go-getter, a trend-setter for everyone that knows him. Fast & focused in every area of his life, just like the fast & furiously impeccable BATHINDA EXPRESS",2016-04-08,5.5,tt6885956,['Deep Joshi'],['Deep Joshi'],
The Blueberry Hunt,False,Thriller,405925,hi,"The film centers on a recluse known as ""Colonel"" and the final five days when Colonel's plantation of a high potency variant of marijuana gets ready for harvest.",2016-04-08,7.0,tt2009592,['Anup Kurian'],['Anup Kurian'],
Love Games,False,"Romance, Thriller",391774,hi,A pair of nymphomaniacs compete in seducing couples to sleep with them.,2016-04-08,5.3,tt5518128,['Vikram Bhatt'],['Vikram Bhatt'],1h 54m
Leeches,False,"Drama, Short",476494,hi,"In the Old City of Hyderabad, Raisa hatches a dangerous plan to save her younger sister from becoming a one-day bride when she finds an archaic remedy that could restore a girl's virginity.",2016-04-09,6.0,tt5127686,"['Samir Patil', 'Payal Sethi']",['Payal Sethi'],27m
Fan,False,"Action, Adventure, Thriller",377985,hi,"A man who bears a striking resemblance to a renowned movie star becomes an obsessive fan, but when his fierce love is spurned by the star, he decides to destroy the star's life and reputation.",2016-04-14,6.293,tt3495026,"['Maneesh Sharma', 'Habib Faisal', 'Sharat Katariya']",['Maneesh Sharma'],2h 22m
Shortcut Safari,False,"Drama, Adventure",393430,hi,"Shortcut Safari' is about adventures of a group of 7 urban children, between ages 10 to 14 years, who get stuck in a deep, dense forest while returning from a day long trip organised by the Nature Club of their School.",2016-04-18,5.0,tt4505006,"['Svani Parekh', 'Amitabha Singh']",['Amitabha Singh'],1h 41m
Santa Banta Pvt Ltd,False,"Action, Comedy",394078,hi,Two friends and their sweet and endearing misadventures and one of these misadventures sees them land in the middle of a kidnapping investigation.,2016-04-22,3.8,tt2909396,"['Lawrence John', 'Akashdeep Sabir']",['Akashdeep Sabir'],
Laal Rang,False,"Comedy, Crime, Drama, Thriller",393423,hi,"The lives and friendship of two men involved in blood theft and trading are affected by greed, girlfriends, cops and an unexpected death.",2016-04-22,6.1,tt5600714,"['Syed Ahmad Afzal', 'Pankaj Matta']",['Syed Ahmad Afzal'],2h 27m
Nil Battey Sannata,False,"Drama, Family",361249,hi,"Behind the magnificent Taj Mahal lies a cluster of dingy homes where Chanda (35), a domestic help, lives with her 14-year-old daughter Appu. Chanda aspires and dreams that her daughter will study and embrace a better fate. When Appu tells her she wants to quit school and become a maid like her, Chanda takes a strong decision: she will herself go back to school, and even join the class of her daughter.",2016-04-22,7.2,tt5005684,"['Nitesh Tiwari', 'Ashwiny Iyer Tiwari', 'Neeraj Singh']",['Ashwiny Iyer Tiwari'],1h 40m
Baaghi,False,"Action, Thriller, Romance, Adventure",391629,hi,"Ronny is a rebellious man, who falls in love with Sia but circumstances separate them. Years later, Ronny learns that Sia is abducted by a martial arts champion, Raghav.",2016-04-29,6.373,tt4864932,"['Shifuji Shaurya Bharadwaj', 'Sanjeev Datta', 'Sanjeev Dutta']",['Sabbir Khan'],2h 13m
Taandav,False,"Drama, Comedy",396565,hi,"Head constable Tambe isn't having the best of days. His wife slams doors in his face. His little daughter won't speak to him. His only friends, havaldaars Sawant and Shilwant, feel cheated by him. And to make matters worse, he's been given nightlong Ganpati visarjan bandobast duty. The lights are blinding. The drums are deafening. Explosions. Clanging. Flashing. Thrashing. His senses are being attacked from every which way. Every screaming face seems to be mocking him tonight. His blood slowly rises to boil. Until he snaps, plunges into the crowd, pulls his gun out, and as jaws drop around him... he unleashes a TAANDAV!",2016-05-02,8.0,tt5537512,['Devashish Makhija'],['Devashish Makhija'],11m
Dear Dad,False,"Drama, Family",397367,hi,"Dear Dad is a bittersweet coming of age story; involving a father-son duo – 14 year old Shivam, and his 45 year old dad Nitin Swaminathan. The father-son duo embarks on an impromptu road trip from their home, in Delhi, to Mussorie (Uttarakhand), where Shivam attends boarding school. Unexpected confessions, weird strangers, accidental meetings, a drunken escapade and singing in the rain – all these add up to a complicated and sweet tale.",2016-05-06,7.2,tt5615116,"['Arvind Swamy', 'Ekavali Khanna', 'Himanshu Sharma']",['Tanuj Bhramar'],1h 35m
Traffic,False,"Thriller, Drama",396488,hi,An emotional thriller based on a road trip from Mumbai to Pune. Inspired from the real events that happened in Chennai.,2016-05-06,6.6,tt2939912,"['Sanjay', 'Bobby', 'Suresh Nair']",['Rajesh Pillai'],1h 44m
One Night Stand,False,"Drama, Romance",396389,hi,An obsession with a woman Celina with whom Urvil had a one-night stand brings disharmony into hiss life and destroys his peace of mind.,2016-05-06,4.6,tt5358948,['Bhavani Iyer'],"[""Jasmine D'Souza""]",1h 37m
1920 London,False,Horror,392222,hi,"Shivangi (Meera Chopra) lives in London with her husband Veer Singh. One day, he receives a gift from Rajasthan. From then, strange things happen with Veer and his condition deteriorates.",2016-05-06,4.2,tt5638500,"['Sukhmani Sadana', 'Tanya Pathak', 'Girish Dhamija']",['Tinu Suresh Desai'],2h
